token,command,L2_0.5,L2_1.0,L2_1.5,L2_2.0,L2_2.5,L2_3.0,l2_1s,l2_2s,l2_3s,col_0.5,col_1.0,col_1.5,col_2.0,col_2.5,col_3.0,col_any
796b1988dd254f74bf2fb19ba9c5b8c6,2,0.07417279008585778,0.9750119764582765,1.7076407966430807,2.8866320951904103,4.352466299490605,5.839885988838031,0.9750119764582765,2.8866320951904103,5.839885988838031,0,0,0,0,0,0,0
0d0700a2284e477db876c3ee1d864668,2,0.5025157806277544,0.7505708829227651,1.3516250117691384,2.2870481895571486,3.2340055962707153,3.893521595890509,0.7505708829227651,2.2870481895571486,3.893521595890509,0,0,0,0,0,0,0
de7593d76648450e947ba0c203dee1b0,2,0.009788017515054218,0.2945365700822047,0.8879679916801633,1.5286522475619193,1.9442334109076114,2.1228738515278276,0.2945365700822047,1.5286522475619193,2.1228738515278276,0,0,0,0,0,0,0
f753d3f87e5b40af87ff2cbf7c8e7082,2,0.10773630372179278,0.3498679977495393,0.5310474803127373,0.5081203445513958,0.32122991022121733,0.227468333806365,0.3498679977495393,0.5081203445513958,0.227468333806365,0,0,0,0,0,0,0
b22fa0b3c34f47b6a360b60f35d5d567,2,0.1641927311524863,0.12056599759121919,0.20038274124018338,0.7411049467626587,1.425304446072027,2.5825133951178003,0.12056599759121919,0.7411049467626587,2.5825133951178003,0,0,0,0,0,0,0
0a0d6b8c2e884134a3b48df43d54c36a,2,0.18344055532793987,0.06828125703018206,0.21529929387299587,0.6381533546898381,1.3664662348170606,2.1548774512966298,0.06828125703018206,0.6381533546898381,2.1548774512966298,0,0,0,0,0,0,0
8e9c2cba0ee74056aa3746e8391d54a9,2,0.09683752188424231,0.05935277945022178,0.10488992590052236,0.5105739929921986,0.9329588882538178,1.5452931669404024,0.05935277945022178,0.5105739929921986,1.5452931669404024,0,0,0,0,0,0,0
fdc39b23ab4242eda6ec5e1e6574fe33,2,0.0635489575420179,0.10562087347275619,0.6401330964163158,1.2224479833764568,2.096881393712623,3.170768341594149,0.10562087347275619,1.2224479833764568,3.170768341594149,0,0,0,0,0,0,0
9ee4020153674b9e9943d395ff8cfdf3,2,0.08907762188317295,0.15050725093761289,0.41478990996572923,0.8517199267058234,1.4784135925280715,2.284877295144882,0.15050725093761289,0.8517199267058234,2.284877295144882,0,0,0,0,0,0,0
5b03af7a953245b5a3b23191ed4da62a,2,0.14760102394040459,0.26198873040611265,0.5388966604753292,0.8894107575602596,1.3560457296958701,2.0046120373572247,0.26198873040611265,0.8894107575602596,2.0046120373572247,0,0,0,0,0,0,0
d0ecf474e0e64950aa265cd44b9c9d75,2,0.08526221263639543,0.1469178950343792,0.3232468333388158,0.5883186961393895,0.9683775361362842,1.5786451584696766,0.1469178950343792,0.5883186961393895,1.5786451584696766,0,0,0,0,0,0,0
456ec36cb4a44ca78f36fbd90c0c34fa,2,0.1847357517579223,0.22735978552829852,0.1394959313264353,0.3293634130351789,0.6927551288261213,0.9304671263070655,0.22735978552829852,0.3293634130351789,0.9304671263070655,0,0,0,0,0,0,0
6bfd42cf0aba4f1a94ec11fa43e2dd92,2,0.19063023238258867,0.2017548017697672,0.09309846703903626,0.14061437972385551,0.13793333455630105,0.8634539482871793,0.2017548017697672,0.14061437972385551,0.8634539482871793,0,0,0,0,0,0,0
0af0feb5b1394b928dd13d648de898f5,2,0.20728083016954973,0.1607572998635864,0.03199220170344818,0.07448622247244334,0.5381948350350427,1.0520161346065922,0.1607572998635864,0.07448622247244334,1.0520161346065922,0,0,0,0,0,0,0
61d9340c5ad8418dafe7a4af1b96e6b9,2,0.1163230510948149,0.06935024225912788,0.19543882460203285,0.35996925575684224,0.7425791047953898,1.329085900755739,0.06935024225912788,0.35996925575684224,1.329085900755739,0,0,0,0,0,0,0
9e7683e8586542a1b6032980c45f15ce,2,0.10279581741329663,0.3659346865614999,0.08596930592804086,0.41335158932035143,0.9270096439341772,1.6263012878008107,0.3659346865614999,0.41335158932035143,1.6263012878008107,0,0,0,0,0,0,0
cc57c1ea80fe46a7abddfdb15654c872,2,0.3814431080212657,0.024264456969323094,0.24384388826027406,0.6638049261638117,1.258846073319552,2.0945181906089867,0.024264456969323094,0.6638049261638117,2.0945181906089867,0,0,0,0,0,0,0
4cf5d6c3f6ab42aab23f67b5a9782d1a,2,0.18820855532674133,0.2635509316440778,0.5186689684778971,0.8882158823346582,1.5184115452335516,2.3049019236747164,0.2635509316440778,0.8882158823346582,2.3049019236747164,0,0,0,0,0,0,0
6d9984d09d52479e837da2fd09e192cc,2,0.045140118432249375,0.33837763421871797,0.8135480334590165,1.5122150543852755,2.4083403891782065,4.207861357706219,0.33837763421871797,1.5122150543852755,4.207861357706219,0,0,0,0,0,0,0
38a28a3aaf2647f2a8c0e90e31267bf8,2,0.10052018134590213,0.035426063564451306,0.4023474330349412,0.9420740082025585,2.4117498954286885,2.432201077102133,0.035426063564451306,0.9420740082025585,2.432201077102133,0,0,0,0,0,0,0
6402fd1ffaf041d0b9162bd92a7ba0a2,2,0.11756262555578562,0.06582724261334798,0.3880964293807029,1.591874534141906,1.3606724118710296,2.0102281363743413,0.06582724261334798,1.591874534141906,2.0102281363743413,0,0,0,0,0,0,0
ce94ef7a0522468e81c0e2b3a2f1e12d,2,0.10506415920070726,0.06703649974186095,0.9247290668505234,0.3786895741160019,0.7201224776886394,1.189300847913528,0.06703649974186095,0.3786895741160019,1.189300847913528,0,0,0,0,0,0,0
9fcdc52b791045e99c623c5fc643331f,2,0.08220554285251805,0.796563648100915,0.2201992180861158,0.4740798684093194,0.8956003328090549,1.3549376899749004,0.796563648100915,0.4740798684093194,1.3549376899749004,0,0,0,0,0,0,0
1c9a906c40f6417bbe1cea06d6e55501,2,0.7062371709424816,0.035481465758198306,0.16465166167815817,1.1089363478144372,1.0636564566804236,0.0,0.035481465758198306,1.1089363478144372,0.0,0,0,0,0,0,0,0
a771effa2a2648d78096c3e92b95b129,2,0.905040226673778,0.8962357018841521,1.0384737492200604,0.720549240039893,0.0,0.0,0.8962357018841521,0.720549240039893,0.0,0,0,0,0,0,0,0
b9ea04a6121d4a8bb00199b885aa5ef0,2,0.21308369955138215,0.5817497989743465,0.7117720321968827,0.0,0.0,0.0,0.5817497989743465,0.0,0.0,0,0,0,0,0,0,0
87e772078a494d42bd34cd16172808bc,2,0.05108810582320932,0.48679278314826885,0.0,0.0,0.0,0.0,0.48679278314826885,0.0,0.0,0,0,0,0,0,0,0
f40544fd4f5d42abbcfa948eeaf86850,2,0.640033038924102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
281b92269fd648d4b52d06ac06ca6d65,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
b5989651183643369174912bc5641d3b,0,1.5909619812758384,2.9156960431096737,4.5803495956527405,6.021538189160477,7.2945651227680655,8.114130466604532,2.9156960431096737,6.021538189160477,8.114130466604532,0,0,0,0,0,0,0
0bb62a68055249e381b039bf54b0ccf8,0,0.02993381783506868,0.234576364381536,0.24561825883923774,0.6173967203247069,1.15913428697715,1.8886092548142304,0.234576364381536,0.6173967203247069,1.8886092548142304,0,0,0,0,0,0,0
07fad91090c746ccaa1b2bdb55329e20,0,0.2786508816539992,0.04099332551707318,0.3458309477388006,0.7727432915303726,1.3980126425580108,2.162645308349546,0.04099332551707318,0.7727432915303726,2.162645308349546,0,0,0,0,0,0,0
ae5004bf4ebb4db0a84cb3c27bd398d1,0,0.10275099067034038,0.3735911137019443,0.6787283713616662,1.1415135686266793,1.8264323204532564,2.4134152959045823,0.3735911137019443,1.1415135686266793,2.4134152959045823,0,0,0,0,0,0,0
ac8b4d49731d43289579f014cb7c97ef,0,0.12687782687929047,0.3766787895781456,0.7289102712808714,1.2609531625446795,1.9620387239922787,2.499959872231516,0.3766787895781456,1.2609531625446795,2.499959872231516,0,0,0,0,0,0,0
c1eed31234b94e9f8e22fbf3428b0ac2,0,0.19652394752721256,0.6751293428247511,1.3524655079798278,2.0840137959956175,3.0835032259600497,3.9378411863546523,0.6751293428247511,2.0840137959956175,3.9378411863546523,0,0,0,0,0,0,0
edba7d0cf1c64d2a9c8a5ebddab507a9,2,0.12790605530797952,0.46664321991142027,0.8070774922321367,1.1724848517180906,1.7713466918008098,2.050076882313192,0.46664321991142027,1.1724848517180906,2.050076882313192,0,0,0,0,0,0,0
a5afebb0aa5e4d7c95665788ce51ec58,2,0.11061133352148887,0.3063918987868495,0.49516353727148277,0.6643171476268052,0.9752033884629103,0.9013604372366264,0.3063918987868495,0.6643171476268052,0.9013604372366264,0,0,0,0,0,0,0
5b7cb170eee6468aa1fdbd3abcf63c5a,0,0.056754764904331054,0.22038525516479393,0.38510834394483207,0.5360731208731003,0.6935073751400496,0.5272259143707899,0.22038525516479393,0.5360731208731003,0.5272259143707899,0,0,0,0,0,0,0
d8251bbc2105497ab8ec80827d4429aa,0,0.040130128725446905,0.1950644961920593,0.2802203120474024,0.29706899520892044,0.33407227209222773,0.2855025060015185,0.1950644961920593,0.29706899520892044,0.2855025060015185,0,0,0,0,0,0,0
048a45dd2cf54aa5808d8ccc85731d44,0,0.10809529005071147,0.297947649872372,0.4056315236868952,0.638515460716136,0.908470976077635,1.2357803564971737,0.297947649872372,0.638515460716136,1.2357803564971737,0,0,0,0,0,0,0
858a1ece22cf45d9bc71e42336604b78,0,0.1076353265464483,0.30127480227232745,0.580386565391378,0.97266885617538,1.3926093016670955,1.9531267574589244,0.30127480227232745,0.97266885617538,1.9531267574589244,0,0,0,0,0,0,0
372725a4b00e49c78d6d0b1c4a38b6e0,0,0.10908272086642375,0.4232188848023188,0.770198271563016,1.2067145814319709,1.6929402319211029,2.354657675668165,0.4232188848023188,1.2067145814319709,2.354657675668165,0,0,0,0,0,0,0
61a7bd24f88a46c2963280d8b13ac675,0,0.08283245749198738,0.3354056075637924,0.6284966381998416,1.1188731741563227,1.791190074765484,2.6581742375050887,0.3354056075637924,1.1188731741563227,2.6581742375050887,0,0,0,0,0,0,0
609d5177362340458a3bfd4949cd1e64,0,0.016302300314821844,0.1952403420208013,0.5232505303563627,1.1194966970221285,1.7198206966712757,2.3731437010600054,0.1952403420208013,1.1194966970221285,2.3731437010600054,0,0,0,0,0,0,0
b1303058fa624645b753d7283d70de45,0,0.034469848165459296,0.32326999704317827,0.8855522893618603,1.5864610203220295,2.332183236365833,3.2639884878380916,0.32326999704317827,1.5864610203220295,3.2639884878380916,0,0,0,0,0,0,0
a19a80c905674faab7203a3a4e0f5246,0,0.1610967089863878,0.588926683796054,1.1538855267428023,1.7159478727523967,2.362843945369798,3.1416217333588974,0.588926683796054,1.7159478727523967,3.1416217333588974,0,0,0,0,0,0,0
b6c420c3a5bd4a219b1cb82ee5ea0aa7,0,0.5280963436682775,0.9257429272379902,1.4063559801600742,2.1788119413805034,3.0024324926420465,3.8411444161749344,0.9257429272379902,2.1788119413805034,3.8411444161749344,0,0,0,0,0,0,0
8092909473464f80b9f791a4d31ddcb8,0,0.6595208277455481,0.4574446431783,0.7105562684656709,0.9442586591313288,0.9659762048951818,0.8897923112422091,0.4574446431783,0.9442586591313288,0.8897923112422091,0,0,0,0,0,0,0
e174cb43655f49dab7ffa27b973670e3,0,0.2249956563081644,0.3589091205731592,0.277366878086242,0.30532943797706447,0.560092804184725,1.0690086948447277,0.3589091205731592,0.30532943797706447,1.0690086948447277,0,0,0,0,0,0,0
6ff9723a60bf4e14b328b3b19f04dc32,2,0.21315258563395878,0.19565323460800757,0.11476908122333758,0.1779057625254101,0.4141330484310539,0.6512393895780677,0.19565323460800757,0.1779057625254101,0.6512393895780677,0,0,0,0,0,0,0
06be0e3b665c44fa8d17d9f4770bdf9c,2,0.21767605454112335,0.3234332473599071,0.44853119367717376,0.5253491946660942,0.5907305185965842,0.6232207180791521,0.3234332473599071,0.5253491946660942,0.6232207180791521,0,0,0,0,0,0,0
9150678870764c1b87a649a25939c61b,2,0.2079900455588108,0.1844457667327922,0.16836586128772424,0.14495254440038163,0.09379736216511524,0.37127852443756837,0.1844457667327922,0.14495254440038163,0.37127852443756837,0,0,0,0,0,0,0
8573a885a7cb41d185c05029eeb9a54e,2,0.11816301881081116,0.13381068520742087,0.08292773148091594,0.034001852541599716,0.46438417849319186,0.8568115166445976,0.13381068520742087,0.034001852541599716,0.8568115166445976,0,0,0,0,0,0,0
55c258972acb4300a3a6077a531ab050,2,0.10063507229004251,0.07457447290885268,0.2980365503910731,0.7985353113221637,1.4106741613534275,2.0347582893418514,0.07457447290885268,0.7985353113221637,2.0347582893418514,0,0,0,0,0,0,0
44237858a539457da65822bfcf58c414,2,0.10669536942046162,0.11547743621567606,0.27593959897647274,0.6042313084953351,1.0497089630118732,1.4530517778898109,0.11547743621567606,0.6042313084953351,1.4530517778898109,0,0,0,0,0,0,0
8cd36e9531fb4eba8e6ac1d666c4641c,2,0.15064660498466573,0.13784956467723244,0.21044192428273362,0.46226454568301567,0.700815344322862,1.0280045268189588,0.13784956467723244,0.46226454568301567,1.0280045268189588,0,0,0,0,0,0,0
7bebe3c9be714f02837f8617c56df122,2,0.03460115722707679,0.12432703216517284,0.2484233982991864,0.36392690876724726,0.6404362392563291,0.7115783646301558,0.12432703216517284,0.36392690876724726,0.7115783646301558,0,0,0,0,0,0,0
4b894442c95141f9affd731d9da7b43c,2,0.0692830924595334,0.15015791258567057,0.11715065843568989,0.2690782058397663,0.38052608251072206,0.442117778944853,0.15015791258567057,0.2690782058397663,0.442117778944853,0,0,0,0,0,0,0
e00dc15130dc44e796687baadd076ae4,2,0.13796807693623714,0.19488748866936956,0.19734592018060926,0.24432902415100596,0.29702401797342853,0.5861966071088832,0.19488748866936956,0.24432902415100596,0.5861966071088832,0,0,0,0,0,0,0
e63b83b436a0479db7362338cdfab118,2,0.06148090040886399,0.11739286021997945,0.12054721945204128,0.1715683571791082,0.43686920728945305,1.0488232017585788,0.11739286021997945,0.1715683571791082,1.0488232017585788,0,0,0,0,0,0,0
c567f9b8e9f34817acdc9c49d791c557,1,0.07413337504416576,0.19064923779148682,0.31204298489097626,0.4654026182643931,0.7128235988002826,1.0118068755254288,0.19064923779148682,0.4654026182643931,1.0118068755254288,0,0,0,0,0,0,0
8e352d4a6c6f40c8ad4f10a3d2c3f158,1,0.07465706724420758,0.15993680594623672,0.14483281083371227,0.09521569905616954,0.14249782584661683,0.40720701979587137,0.15993680594623672,0.09521569905616954,0.40720701979587137,0,0,0,0,0,0,0
841dd6709e9b4d7c9d6bf888f1fe6d7e,1,0.1228606059571253,0.14593918968371822,0.1786324405143879,0.3468126232577276,0.6811515792843261,1.0439946879791588,0.14593918968371822,0.3468126232577276,1.0439946879791588,0,0,0,0,0,0,0
e54b784a608644a2804fcf800c7499f7,1,0.02323943472355144,0.052586509161196865,0.2500353845654952,0.641719411130844,1.1165031963304917,1.6112056869784053,0.052586509161196865,0.641719411130844,1.6112056869784053,0,0,0,0,0,0,0
a1289b27ca1d41deb6fc982be9a3d03c,1,0.08921615197670076,0.09226311397576463,0.14717627469188407,0.3791014827672786,0.7469946582041839,0.0,0.09226311397576463,0.3791014827672786,0.0,0,0,0,0,0,0,0
e6e877f31dd447199b56cae07f86daad,1,0.010433144087196844,0.06611206284779818,0.11181951113373008,0.3936036926427654,0.0,0.0,0.06611206284779818,0.3936036926427654,0.0,0,0,0,0,0,0,0
cb4e6195faad467094fbd4d0a9e960e9,1,0.11568863326623256,0.27948728580984467,0.38750600625442005,0.0,0.0,0.0,0.27948728580984467,0.0,0.0,0,0,0,0,0,0,0
7f594234e8034228b1a7d727f1981e09,2,0.08966048107428623,0.22911457652689615,0.0,0.0,0.0,0.0,0.22911457652689615,0.0,0.0,0,0,0,0,0,0,0
9cdbf5ff7f294549aea0a4307e5d104a,2,0.14380705409422778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
b4ff30109dd14c89b24789dc5713cf8c,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
